time,G(i),H_sun,T2m,WS10m,Int
20181130:0910,484.64,15.98,5.83,1.17,0.0
20181130:1010,491.61,22.56,7.93,1.86,0.0
20181130:1110,857.77,26.72,8.82,2.21,0.0
20181130:1210,920.28,27.95,9.68,2.48,0.0
20181130:1310,786.14,26.08,10.35,2.48,0.0
20181130:1410,134.21,21.36,10.61,2.41,0.0
20181130:1510,295.98,14.34,10.52,2.34,0.0
20181130:1610,143.65,5.63,9.97,1.86,0.0
20181130:1710,0.0,0.0,8.62,1.66,0.0
20181130:1810,0.0,0.0,6.89,1.66,0.0
20181130:1910,0.0,0.0,5.96,1.59,0.0
20181130:2010,0.0,0.0,5.34,1.31,0.0
20181130:2110,0.0,0.0,5.88,0.83,0.0
20181130:2210,0.0,0.0,5.36,0.41,0.0
20181130:2310,0.0,0.0,4.45,0.48,0.0
20181201:0010,0.0,0.0,3.59,0.83,0.0
20181201:0110,0.0,0.0,2.97,0.9,0.0
20181201:0210,0.0,0.0,2.42,0.83,0.0
20181201:0310,0.0,0.0,2.07,0.76,0.0
20181201:0410,0.0,0.0,1.93,0.69,0.0
20181201:0510,0.0,0.0,1.74,0.55,0.0
20181201:0610,0.0,0.0,1.81,0.41,0.0
20181201:0710,0.0,0.0,2.12,0.28,0.0
20181201:0810,80.16,7.4,2.43,0.21,0.0
20181201:0910,234.84,15.8,4.12,0.28,0.0
20181201:1010,379.03,22.38,7.01,0.9,0.0
20181201:1110,633.71,26.55,8.97,1.52,0.0
20181201:1210,952.51,27.8,10.33,2.0,0.0
20181201:1310,870.89,25.94,11.36,2.28,0.0
20181201:1410,716.21,21.25,12.05,2.48,0.0
20181201:1510,529.16,14.26,12.26,2.69,0.0
20181201:1610,248.02,5.57,11.26,2.21,0.0
20181201:1710,0.0,0.0,9.87,2.21,0.0
20181201:1810,0.0,0.0,8.52,2.14,0.0
20181201:1910,0.0,0.0,7.67,1.79,0.0
20181201:2010,0.0,0.0,6.52,1.79,0.0
20181201:2110,0.0,0.0,5.63,1.66,0.0
20181201:2210,0.0,0.0,5.42,1.52,0.0
20181201:2310,0.0,0.0,5.27,1.38,0.0
20181202:0010,0.0,0.0,4.97,1.31,0.0
20181202:0110,0.0,0.0,5.18,1.1,0.0
20181202:0210,0.0,0.0,5.1,0.97,0.0
20181202:0310,0.0,0.0,5.48,0.76,0.0
20181202:0410,0.0,0.0,5.28,0.55,0.0
20181202:0510,0.0,0.0,5.1,0.41,0.0
20181202:0610,0.0,0.0,4.86,0.62,0.0
20181202:0710,0.0,0.0,4.5,0.48,0.0
20181202:0810,59.06,7.22,4.53,0.55,0.0
20181202:0910,109.01,15.62,5.25,0.62,0.0
20181202:1010,49.57,22.21,7.99,1.03,0.0
20181202:1110,149.68,26.38,9.53,1.17,0.0
20181202:1210,64.26,27.64,11.06,1.38,0.0
20181202:1310,245.17,25.82,12.22,1.72,0.0
20181202:1410,495.18,21.15,12.88,1.93,0.0
20181202:1510,415.99,14.19,13.14,2.0,0.0
20181202:1610,229.87,5.52,12.37,1.86,0.0
20181202:1710,0.0,0.0,10.7,2.21,0.0
20181202:1810,0.0,0.0,9.37,2.07,0.0
20181202:1910,0.0,0.0,7.91,1.86,0.0
20181202:2010,0.0,0.0,6.87,1.72,0.0
20181202:2110,0.0,0.0,6.2,1.45,0.0
20181202:2210,0.0,0.0,6.28,1.17,0.0
20181202:2310,0.0,0.0,6.41,0.9,0.0
20181203:0010,0.0,0.0,6.3,0.69,0.0
20181203:0110,0.0,0.0,6.04,0.48,0.0
20181203:0210,0.0,0.0,5.79,0.28,0.0
20181203:0310,0.0,0.0,5.56,0.48,0.0
20181203:0410,0.0,0.0,5.14,0.83,0.0
20181203:0510,0.0,0.0,3.7,0.9,0.0
20181203:0610,0.0,0.0,2.99,0.69,0.0
20181203:0710,0.0,0.0,3.23,0.69,0.0
20181203:0810,36.5,7.05,3.77,0.69,0.0
20181203:0910,144.23,15.45,5.21,0.76,0.0
20181203:1010,93.64,22.04,6.32,0.62,0.0
20181203:1110,116.59,26.22,7.79,0.55,0.0
20181203:1210,182.87,27.5,9.6,0.69,0.0
20181203:1310,136.36,25.7,10.96,1.03,0.0
20181203:1410,248.32,21.06,12.21,1.31,0.0
20181203:1510,290.76,14.12,12.69,1.59,0.0
20181203:1610,44.76,5.47,12.16,1.45,0.0
20181203:1710,0.0,0.0,10.77,1.52,0.0
20181203:1810,0.0,0.0,9.69,1.24,0.0
20181203:1910,0.0,0.0,7.59,0.83,0.0
20181203:2010,0.0,0.0,7.26,0.83,0.0
20181203:2110,0.0,0.0,6.91,0.76,0.0
20181203:2210,0.0,0.0,6.48,0.76,0.0
20181203:2310,0.0,0.0,5.55,1.03,0.0
20181204:0010,0.0,0.0,4.81,1.31,0.0
20181204:0110,0.0,0.0,4.34,1.45,0.0
20181204:0210,0.0,0.0,3.9,1.45,0.0
20181204:0310,0.0,0.0,3.7,1.38,0.0
20181204:0410,0.0,0.0,3.47,1.45,0.0
20181204:0510,0.0,0.0,3.42,1.52,0.0
20181204:0610,0.0,0.0,3.62,1.52,0.0
20181204:0710,0.0,0.0,4.03,1.17,0.0
20181204:0810,316.57,6.89,4.37,1.1,0.0
20181204:0910,558.94,15.28,6.02,1.03,0.0
20181204:1010,758.31,21.87,7.45,0.9,0.0
20181204:1110,854.9,26.07,9.32,0.83,0.0
20181204:1210,898.13,27.36,11.46,0.62,0.0
20181204:1310,874.23,25.58,13.06,0.34,0.0
20181204:1410,724.79,20.97,14.12,0.28,0.0
20181204:1510,509.99,14.05,14.4,0.34,0.0
20181204:1610,203.99,5.42,13.98,0.41,0.0
20181204:1710,0.0,0.0,13.08,0.34,0.0
20181204:1810,0.0,0.0,12.28,0.07,0.0
20181204:1910,0.0,0.0,12.18,0.48,0.0
20181204:2010,0.0,0.0,10.91,0.9,0.0
20181204:2110,0.0,0.0,8.81,1.31,0.0
20181204:2210,0.0,0.0,7.26,1.52,0.0
20181204:2310,0.0,0.0,6.08,1.52,0.0
20181205:0010,0.0,0.0,5.46,1.45,0.0
20181205:0110,0.0,0.0,4.98,1.45,0.0
20181205:0210,0.0,0.0,4.88,1.38,0.0
20181205:0310,0.0,0.0,4.81,1.31,0.0
20181205:0410,0.0,0.0,4.84,1.31,0.0
20181205:0510,0.0,0.0,4.65,1.31,0.0
20181205:0610,0.0,0.0,4.49,1.31,0.0
20181205:0710,0.0,0.0,2.85,1.03,0.0
20181205:0810,211.19,6.73,3.13,0.9,0.0
20181205:0910,592.17,15.12,5.25,0.76,0.0
20181205:1010,723.5,21.71,7.62,0.62,0.0
20181205:1110,893.63,25.92,10.15,0.41,0.0
20181205:1210,897.58,27.23,12.49,0.41,0.0
20181205:1310,874.53,25.48,14.09,0.83,0.0
20181205:1410,720.06,20.89,14.95,1.1,0.0
20181205:1510,523.07,14.0,15.08,1.31,0.0
20181205:1610,222.63,5.39,14.12,1.59,0.0
20181205:1710,0.0,0.0,12.36,1.86,0.0
20181205:1810,0.0,0.0,10.63,1.59,0.0
20181205:1910,0.0,0.0,9.8,1.31,0.0
20181205:2010,0.0,0.0,10.42,0.69,0.0
20181205:2110,0.0,0.0,9.63,0.55,0.0
20181205:2210,0.0,0.0,8.26,1.1,0.0
20181205:2310,0.0,0.0,5.5,1.59,0.0
20181206:0010,0.0,0.0,4.49,1.52,0.0
20181206:0110,0.0,0.0,4.04,1.59,0.0
20181206:0210,0.0,0.0,3.69,1.59,0.0
20181206:0310,0.0,0.0,3.61,1.38,0.0
20181206:0410,0.0,0.0,3.47,1.17,0.0
20181206:0510,0.0,0.0,2.82,1.38,0.0
20181206:0610,0.0,0.0,2.55,1.38,0.0
20181206:0710,0.0,0.0,2.77,1.38,0.0
20181206:0810,237.01,6.57,2.88,1.38,0.0
20181206:0910,572.27,14.97,5.43,0.97,0.0
20181206:1010,769.26,21.56,9.05,0.83,0.0
20181206:1110,868.43,25.78,11.54,0.69,0.0
20181206:1210,904.77,27.11,13.09,0.69,0.0
20181206:1310,883.79,25.38,14.18,0.55,0.0
20181206:1410,734.67,20.82,14.83,0.41,0.0
20181206:1510,529.23,13.95,14.98,0.14,0.0
20181206:1610,224.2,5.36,14.48,0.76,0.0
20181206:1710,0.0,0.0,12.5,1.1,0.0
20181206:1810,0.0,0.0,11.3,1.03,0.0
20181206:1910,0.0,0.0,9.77,1.31,0.0
20181206:2010,0.0,0.0,7.24,1.52,0.0
20181206:2110,0.0,0.0,5.89,1.59,0.0
20181206:2210,0.0,0.0,4.88,1.66,0.0
20181206:2310,0.0,0.0,4.11,1.72,0.0
20181207:0010,0.0,0.0,3.5,1.72,0.0
20181207:0110,0.0,0.0,3.05,1.66,0.0
20181207:0210,0.0,0.0,2.66,1.66,0.0
20181207:0310,0.0,0.0,2.28,1.52,0.0
20181207:0410,0.0,0.0,1.86,1.52,0.0
20181207:0510,0.0,0.0,1.42,1.38,0.0
20181207:0610,0.0,0.0,1.4,1.24,0.0
20181207:0710,0.0,0.0,1.33,1.24,0.0
20181207:0810,219.34,6.42,1.27,1.03,0.0
20181207:0910,563.54,14.81,3.2,0.69,0.0
20181207:1010,765.22,21.42,5.78,0.62,0.0
20181207:1110,855.58,25.64,8.16,0.9,0.0
20181207:1210,927.74,26.99,10.57,1.17,0.0
20181207:1310,797.56,25.28,12.34,1.52,0.0
20181207:1410,732.64,20.75,13.4,1.72,0.0
20181207:1510,517.24,13.9,13.66,1.93,0.0
20181207:1610,211.76,5.34,12.71,1.72,0.0
20181207:1710,0.0,0.0,10.95,1.86,0.0
20181207:1810,0.0,0.0,9.47,1.72,0.0
20181207:1910,0.0,0.0,8.74,1.52,0.0
20181207:2010,0.0,0.0,8.36,1.59,0.0
20181207:2110,0.0,0.0,8.06,1.66,0.0
20181207:2210,0.0,0.0,7.65,1.79,0.0
20181207:2310,0.0,0.0,7.0,1.86,0.0
20181208:0010,0.0,0.0,6.69,1.72,0.0
20181208:0110,0.0,0.0,6.33,1.66,0.0
20181208:0210,0.0,0.0,6.49,1.45,0.0
20181208:0310,0.0,0.0,7.34,1.17,0.0
20181208:0410,0.0,0.0,7.33,0.9,0.0
20181208:0510,0.0,0.0,7.39,0.41,0.0
20181208:0610,0.0,0.0,7.05,0.34,0.0
20181208:0710,0.0,0.0,6.68,0.69,0.0
20181208:0810,61.79,6.27,6.17,0.76,0.0
20181208:0910,505.4,14.67,6.74,0.41,0.0
20181208:1010,444.03,21.28,9.63,0.21,0.0
20181208:1110,901.94,25.51,11.39,0.62,0.0
20181208:1210,886.56,26.88,12.22,0.41,0.0
20181208:1310,841.07,25.2,13.06,0.34,0.0
20181208:1410,705.72,20.69,13.7,0.28,0.0
20181208:1510,441.58,13.87,13.91,0.0,0.0
20181208:1610,152.06,5.32,13.48,0.9,0.0
20181208:1710,0.0,0.0,11.77,1.17,0.0
20181208:1810,0.0,0.0,9.86,1.31,0.0
20181208:1910,0.0,0.0,9.09,1.03,0.0
20181208:2010,0.0,0.0,9.33,0.76,0.0
20181208:2110,0.0,0.0,8.71,0.55,0.0
20181208:2210,0.0,0.0,8.01,0.69,0.0
20181208:2310,0.0,0.0,7.43,0.55,0.0
20181209:0010,0.0,0.0,7.06,0.41,0.0
20181209:0110,0.0,0.0,6.28,0.76,0.0
20181209:0210,0.0,0.0,5.28,0.97,0.0
20181209:0310,0.0,0.0,4.13,1.03,0.0
20181209:0410,0.0,0.0,3.46,1.03,0.0
20181209:0510,0.0,0.0,3.03,1.03,0.0
20181209:0610,0.0,0.0,2.62,1.17,0.0
20181209:0710,0.0,0.0,3.09,0.97,0.0
20181209:0810,192.48,6.13,2.39,1.1,0.0
20181209:0910,514.16,14.53,4.93,0.69,0.0
20181209:1010,748.35,21.14,8.52,0.69,0.0
20181209:1110,855.25,25.39,10.92,0.55,0.0
20181209:1210,884.67,26.78,12.86,0.34,0.0
20181209:1310,879.55,25.12,14.35,0.21,0.0
20181209:1410,720.04,20.64,15.3,0.21,0.0
20181209:1510,534.05,13.84,15.62,0.21,0.0
20181209:1610,204.88,5.31,14.68,1.17,0.0
20181209:1710,0.0,0.0,12.39,1.17,0.0
20181209:1810,0.0,0.0,11.78,0.48,0.0
20181209:1910,0.0,0.0,10.53,0.28,0.0
20181209:2010,0.0,0.0,8.81,0.97,0.0
20181209:2110,0.0,0.0,5.58,1.59,0.0
20181209:2210,0.0,0.0,4.35,1.79,0.0
20181209:2310,0.0,0.0,3.75,1.86,0.0
20181210:0010,0.0,0.0,3.25,1.79,0.0
20181210:0110,0.0,0.0,2.84,1.66,0.0
20181210:0210,0.0,0.0,2.43,1.59,0.0
20181210:0310,0.0,0.0,2.06,1.66,0.0
20181210:0410,0.0,0.0,1.75,1.66,0.0
20181210:0510,0.0,0.0,1.53,1.66,0.0
20181210:0610,0.0,0.0,1.32,1.59,0.0
20181210:0710,0.0,0.0,0.78,1.66,0.0
20181210:0810,170.12,6.0,0.91,1.45,0.0
20181210:0910,531.99,14.4,3.84,0.9,0.0
20181210:1010,765.02,21.02,7.87,0.9,0.0
20181210:1110,881.28,25.28,10.29,0.9,0.0
20181210:1210,969.35,26.69,12.0,0.76,0.0
20181210:1310,805.79,25.05,13.16,0.69,0.0
20181210:1410,787.24,20.59,13.83,0.62,0.0
20181210:1510,190.54,13.82,13.91,0.62,0.0
20181210:1610,267.62,5.3,13.21,0.76,0.0
20181210:1710,0.0,0.0,11.71,0.83,0.0
20181210:1810,0.0,0.0,11.41,0.76,0.0
20181210:1910,0.0,0.0,11.09,0.07,0.0
20181210:2010,0.0,0.0,10.18,0.55,0.0
20181210:2110,0.0,0.0,8.46,1.17,0.0
20181210:2210,0.0,0.0,6.18,1.38,0.0
20181210:2310,0.0,0.0,4.81,1.38,0.0
20181211:0010,0.0,0.0,3.89,1.45,0.0
20181211:0110,0.0,0.0,3.29,1.45,0.0
20181211:0210,0.0,0.0,2.99,1.31,0.0
20181211:0310,0.0,0.0,2.8,1.24,0.0
20181211:0410,0.0,0.0,3.02,0.97,0.0
20181211:0510,0.0,0.0,3.01,0.9,0.0
20181211:0610,0.0,0.0,2.76,0.97,0.0
20181211:0710,0.0,0.0,2.14,0.9,0.0
20181211:0810,242.45,5.86,2.14,0.83,0.0
20181211:0910,434.59,14.27,4.0,0.34,0.0
20181211:1010,738.99,20.9,6.87,0.41,0.0
20181211:1110,921.98,25.17,9.47,0.69,0.0
20181211:1210,834.42,26.6,11.11,0.97,0.0
20181211:1310,910.65,24.99,12.2,1.24,0.0
20181211:1410,699.1,20.55,12.91,1.45,0.0
20181211:1510,344.48,13.8,12.88,1.52,0.0
20181211:1610,118.19,5.31,11.8,1.66,0.0
20181211:1710,0.0,0.0,10.29,1.79,0.0
20181211:1810,0.0,0.0,8.94,1.66,0.0
20181211:1910,0.0,0.0,8.02,1.31,0.0
20181211:2010,0.0,0.0,7.55,1.38,0.0
20181211:2110,0.0,0.0,6.87,1.38,0.0
20181211:2210,0.0,0.0,6.33,1.31,0.0
20181211:2310,0.0,0.0,6.26,1.1,0.0
20181212:0010,0.0,0.0,6.55,0.76,0.0
20181212:0110,0.0,0.0,6.31,0.48,0.0
20181212:0210,0.0,0.0,5.79,0.21,0.0
20181212:0310,0.0,0.0,5.32,0.41,0.0
20181212:0410,0.0,0.0,4.94,0.69,0.0
20181212:0510,0.0,0.0,3.92,1.03,0.0
20181212:0610,0.0,0.0,2.69,1.1,0.0
20181212:0710,0.0,0.0,3.2,0.9,0.0
20181212:0810,48.22,5.74,3.28,0.76,0.0
20181212:0910,106.86,14.14,4.33,0.28,0.0
20181212:1010,128.03,20.78,6.55,0.83,0.0
20181212:1110,120.26,25.07,7.87,1.17,0.0
20181212:1210,189.06,26.52,8.89,1.45,0.0
20181212:1310,117.51,24.94,9.86,1.86,0.0
20181212:1410,214.49,20.52,10.7,2.41,0.0
20181212:1510,31.21,13.79,10.88,2.76,0.0
20181212:1610,74.77,5.31,10.34,2.34,0.0
20181212:1710,0.0,0.0,9.21,2.48,0.0
20181212:1810,0.0,0.0,8.49,2.69,0.0
20181212:1910,0.0,0.0,7.67,2.48,0.0
20181212:2010,0.0,0.0,7.51,2.48,0.0
20181212:2110,0.0,0.0,7.42,2.48,0.0
20181212:2210,0.0,0.0,7.32,2.48,0.0
20181212:2310,0.0,0.0,7.29,2.48,0.0
20181213:0010,0.0,0.0,7.21,2.55,0.0
20181213:0110,0.0,0.0,6.95,2.76,0.0
20181213:0210,0.0,0.0,6.98,3.38,0.0
20181213:0310,0.0,0.0,7.11,3.72,0.0
20181213:0410,0.0,0.0,7.25,3.93,0.0
20181213:0510,0.0,0.0,7.22,3.72,0.0
20181213:0610,0.0,0.0,7.09,3.1,0.0
20181213:0710,0.0,0.0,7.34,2.9,0.0
20181213:0810,87.06,5.61,7.45,2.76,0.0
20181213:0910,18.36,14.03,7.66,2.76,0.0
20181213:1010,145.22,20.67,7.72,3.24,0.0
20181213:1110,848.97,24.98,7.88,4.0,0.0
20181213:1210,650.54,26.45,8.37,4.9,0.0
20181213:1310,331.87,24.89,8.68,5.59,0.0
20181213:1410,518.36,20.5,8.91,5.66,0.0
20181213:1510,146.06,13.79,8.55,5.03,0.0
20181213:1610,5.51,5.33,7.9,4.83,0.0
20181213:1710,0.0,0.0,7.28,4.14,0.0
20181213:1810,0.0,0.0,6.79,3.59,0.0
20181213:1910,0.0,0.0,6.3,3.72,0.0
20181213:2010,0.0,0.0,5.95,3.72,0.0
20181213:2110,0.0,0.0,5.68,3.59,0.0
20181213:2210,0.0,0.0,5.3,3.1,0.0
20181213:2310,0.0,0.0,4.74,2.83,0.0
20181214:0010,0.0,0.0,4.32,2.41,0.0
20181214:0110,0.0,0.0,3.75,2.14,0.0
20181214:0210,0.0,0.0,3.26,2.21,0.0
20181214:0310,0.0,0.0,3.03,2.28,0.0
20181214:0410,0.0,0.0,3.21,2.34,0.0
20181214:0510,0.0,0.0,3.19,2.28,0.0
20181214:0610,0.0,0.0,2.82,2.28,0.0
20181214:0710,0.0,0.0,2.47,1.79,0.0
20181214:0810,267.55,5.5,2.52,1.66,0.0
20181214:0910,535.13,13.92,4.2,1.45,0.0
20181214:1010,745.69,20.57,6.48,2.41,0.0
20181214:1110,833.02,24.9,7.64,2.97,0.0
20181214:1210,872.65,26.39,8.75,3.59,0.0
20181214:1310,860.88,24.85,9.36,3.1,0.0
20181214:1410,715.19,20.48,9.7,2.76,0.0
20181214:1510,449.91,13.79,9.88,2.69,0.0
20181214:1610,223.77,5.35,9.38,2.0,0.0
20181214:1710,0.0,0.0,8.24,1.59,0.0
20181214:1810,0.0,0.0,6.48,1.59,0.0
20181214:1910,0.0,0.0,7.59,0.9,0.0
20181214:2010,0.0,0.0,5.72,1.31,0.0
20181214:2110,0.0,0.0,3.83,1.66,0.0
20181214:2210,0.0,0.0,3.35,1.52,0.0
20181214:2310,0.0,0.0,3.04,1.45,0.0
20181215:0010,0.0,0.0,2.67,1.52,0.0
20181215:0110,0.0,0.0,2.81,1.45,0.0
20181215:0210,0.0,0.0,2.82,1.31,0.0
20181215:0310,0.0,0.0,2.89,1.24,0.0
20181215:0410,0.0,0.0,2.87,1.31,0.0
20181215:0510,0.0,0.0,2.67,1.38,0.0
20181215:0610,0.0,0.0,2.75,1.31,0.0
20181215:0710,0.0,0.0,2.47,1.31,0.0
20181215:0810,138.34,5.38,2.52,1.31,0.0
20181215:0910,290.53,13.81,4.28,0.97,0.0
20181215:1010,560.71,20.48,6.06,1.17,0.0
20181215:1110,394.3,24.82,6.99,1.52,0.0
20181215:1210,706.43,26.33,8.38,2.0,0.0
20181215:1310,177.61,24.82,9.91,2.55,0.0
20181215:1410,281.0,20.47,10.98,3.1,0.0
20181215:1510,120.96,13.8,11.26,3.31,0.0
20181215:1610,7.34,5.38,11.0,2.83,0.0
20181215:1710,0.0,0.0,10.01,2.83,0.0
20181215:1810,0.0,0.0,8.97,3.03,0.0
20181215:1910,0.0,0.0,8.41,3.03,0.0
20181215:2010,0.0,0.0,8.13,3.03,0.0
20181215:2110,0.0,0.0,7.94,2.9,0.0
20181215:2210,0.0,0.0,7.75,2.55,0.0
20181215:2310,0.0,0.0,7.64,2.34,0.0
20181216:0010,0.0,0.0,7.6,2.28,0.0
20181216:0110,0.0,0.0,7.41,2.21,0.0
20181216:0210,0.0,0.0,7.43,2.21,0.0
20181216:0310,0.0,0.0,7.48,2.34,0.0
20181216:0410,0.0,0.0,7.44,2.55,0.0
20181216:0510,0.0,0.0,7.43,2.76,0.0
20181216:0610,0.0,0.0,7.4,2.9,0.0
20181216:0710,0.0,0.0,7.68,3.72,0.0
20181216:0810,39.35,5.28,7.83,3.86,0.0
20181216:0910,25.7,13.71,7.99,3.86,0.0
20181216:1010,133.56,20.39,8.38,3.86,0.0
20181216:1110,105.57,24.75,8.94,4.55,0.0
20181216:1210,216.61,26.28,9.33,4.83,0.0
20181216:1310,462.02,24.79,9.48,4.76,0.0
20181216:1410,550.4,20.47,9.77,4.28,0.0
20181216:1510,246.4,13.82,10.41,3.38,0.0
20181216:1610,208.8,5.41,10.55,3.03,0.0
20181216:1710,0.0,0.0,9.3,2.55,0.0
20181216:1810,0.0,0.0,8.1,2.21,0.0
20181216:1910,0.0,0.0,7.36,2.14,0.0
20181216:2010,0.0,0.0,6.27,1.93,0.0
20181216:2110,0.0,0.0,4.99,1.86,0.0
20181216:2210,0.0,0.0,4.35,1.59,0.0
20181216:2310,0.0,0.0,4.2,1.45,0.0
20181217:0010,0.0,0.0,3.94,1.31,0.0
20181217:0110,0.0,0.0,2.54,1.31,0.0
20181217:0210,0.0,0.0,2.14,0.76,0.0
20181217:0310,0.0,0.0,2.16,0.41,0.0
20181217:0410,0.0,0.0,1.24,0.41,0.0
20181217:0510,0.0,0.0,0.71,0.55,0.0
20181217:0610,0.0,0.0,0.25,0.83,0.0
20181217:0710,0.0,0.0,0.66,1.24,0.0
20181217:0810,162.62,5.18,0.29,1.24,0.0
20181217:0910,535.26,13.62,2.52,0.69,0.0
20181217:1010,240.12,20.31,5.4,0.62,0.0
20181217:1110,725.07,24.68,7.02,0.9,0.0
20181217:1210,788.26,26.24,8.07,1.03,0.0
20181217:1310,710.47,24.77,8.74,0.97,0.0
20181217:1410,446.34,20.48,9.19,0.97,0.0
20181217:1510,419.48,13.85,9.25,1.03,0.0
20181217:1610,279.54,5.45,8.88,0.97,0.0
20181217:1710,0.0,0.0,7.95,0.55,0.0
20181217:1810,0.0,0.0,7.71,0.48,0.0
20181217:1910,0.0,0.0,6.29,0.9,0.0
20181217:2010,0.0,0.0,3.59,1.52,0.0
20181217:2110,0.0,0.0,2.32,1.59,0.0
20181217:2210,0.0,0.0,1.72,1.52,0.0
20181217:2310,0.0,0.0,1.5,1.38,0.0
20181218:0010,0.0,0.0,1.08,1.38,0.0
20181218:0110,0.0,0.0,0.84,1.38,0.0
20181218:0210,0.0,0.0,0.52,1.38,0.0
20181218:0310,0.0,0.0,0.38,1.24,0.0
20181218:0410,0.0,0.0,0.49,1.1,0.0
20181218:0510,0.0,0.0,0.38,1.03,0.0
20181218:0610,0.0,0.0,0.24,1.03,0.0
20181218:0710,0.0,0.0,0.65,1.03,0.0
20181218:0810,214.4,5.08,0.99,0.9,0.0
20181218:0910,93.55,13.53,2.09,0.62,0.0
20181218:1010,548.71,20.24,4.55,0.62,0.0
20181218:1110,731.61,24.63,6.48,1.03,0.0
20181218:1210,595.67,26.21,8.03,1.59,0.0
20181218:1310,350.63,24.76,9.01,2.21,0.0
20181218:1410,94.56,20.49,9.52,2.48,0.0
20181218:1510,40.39,13.88,9.41,2.28,0.0
20181218:1610,22.95,5.49,8.78,1.66,0.0
20181218:1710,0.0,0.0,7.99,1.38,0.0
20181218:1810,0.0,0.0,7.26,1.31,0.0
20181218:1910,0.0,0.0,6.58,1.31,0.0
20181218:2010,0.0,0.0,6.54,1.17,0.0
20181218:2110,0.0,0.0,6.74,1.1,0.0
20181218:2210,0.0,0.0,6.92,1.24,0.0
20181218:2310,0.0,0.0,7.1,1.38,0.0
20181219:0010,0.0,0.0,7.3,1.45,0.0
20181219:0110,0.0,0.0,7.33,1.45,0.0
20181219:0210,0.0,0.0,7.47,1.59,0.0
20181219:0310,0.0,0.0,7.56,1.79,0.0
20181219:0410,0.0,0.0,7.57,1.93,0.0
20181219:0510,0.0,0.0,7.6,2.0,0.0
20181219:0610,0.0,0.0,7.43,2.07,0.0
20181219:0710,0.0,0.0,6.45,1.79,0.0
20181219:0810,97.96,4.99,5.66,1.86,0.0
20181219:0910,252.65,13.45,6.09,2.21,0.0
20181219:1010,473.09,20.17,6.53,2.83,0.0
20181219:1110,797.91,24.58,6.89,3.1,0.0
20181219:1210,766.29,26.18,8.14,3.52,0.0
20181219:1310,832.83,24.76,9.17,3.66,0.0
20181219:1410,562.52,20.51,9.56,3.45,0.0
20181219:1510,500.08,13.91,9.55,3.31,0.0
20181219:1610,108.33,5.55,9.19,2.83,0.0
20181219:1710,0.0,0.0,7.84,2.55,0.0
20181219:1810,0.0,0.0,6.7,2.41,0.0
20181219:1910,0.0,0.0,6.22,2.28,0.0
20181219:2010,0.0,0.0,5.79,2.14,0.0
20181219:2110,0.0,0.0,5.48,2.07,0.0
20181219:2210,0.0,0.0,5.64,2.07,0.0
20181219:2310,0.0,0.0,5.52,2.0,0.0
20181220:0010,0.0,0.0,5.41,1.93,0.0
20181220:0110,0.0,0.0,5.43,1.86,0.0
20181220:0210,0.0,0.0,5.58,1.66,0.0
20181220:0310,0.0,0.0,5.48,1.59,0.0
20181220:0410,0.0,0.0,5.43,1.52,0.0
20181220:0510,0.0,0.0,5.44,1.45,0.0
20181220:0610,0.0,0.0,5.23,1.38,0.0
20181220:0710,0.0,0.0,5.14,1.17,0.0
20181220:0810,42.79,4.91,4.88,0.97,0.0
20181220:0910,180.59,13.37,5.94,1.24,0.0
20181220:1010,197.83,20.11,6.85,1.31,0.0
20181220:1110,357.51,24.54,8.1,1.45,0.0
20181220:1210,738.3,26.16,9.34,1.72,0.0
20181220:1310,828.66,24.77,10.51,2.07,0.0
20181220:1410,540.48,20.54,10.87,2.0,0.0
20181220:1510,492.16,13.96,10.7,1.45,0.0
20181220:1610,190.62,5.6,10.16,1.52,0.0
20181220:1710,0.0,0.0,9.36,1.66,0.0
20181220:1810,0.0,0.0,8.76,1.66,0.0
20181220:1910,0.0,0.0,8.14,1.66,0.0
20181220:2010,0.0,0.0,7.78,1.59,0.0
20181220:2110,0.0,0.0,7.46,1.52,0.0
20181220:2210,0.0,0.0,6.96,1.52,0.0
20181220:2310,0.0,0.0,6.79,1.52,0.0
20181221:0010,0.0,0.0,6.88,1.31,0.0
20181221:0110,0.0,0.0,6.81,1.31,0.0
20181221:0210,0.0,0.0,6.19,1.17,0.0
20181221:0310,0.0,0.0,5.57,0.97,0.0
20181221:0410,0.0,0.0,5.39,0.9,0.0
20181221:0510,0.0,0.0,4.61,1.1,0.0
20181221:0610,0.0,0.0,3.7,1.03,0.0
20181221:0710,0.0,0.0,4.05,1.24,0.0
20181221:0810,28.64,4.83,4.46,0.97,0.0
20181221:0910,28.46,13.31,5.44,0.97,0.0
20181221:1010,156.48,20.05,6.62,1.24,0.0
20181221:1110,151.49,24.5,7.37,1.66,0.0
20181221:1210,121.18,26.15,8.04,1.79,0.0
20181221:1310,78.95,24.78,8.79,2.0,0.0
20181221:1410,64.26,20.57,9.12,1.86,0.0
20181221:1510,37.64,14.01,9.28,1.72,0.0
20181221:1610,10.1,5.67,9.24,1.52,0.0
20181221:1710,0.0,0.0,8.55,1.31,0.0
20181221:1810,0.0,0.0,8.06,1.31,0.0
20181221:1910,0.0,0.0,7.62,1.1,0.0
20181221:2010,0.0,0.0,7.06,1.03,0.0
20181221:2110,0.0,0.0,6.59,1.1,0.0
