time,G(i),H_sun,T2m,WS10m,Int
20180415:0310,0.0,0.0,5.61,1.59,0.0
20180415:0410,0.0,0.0,5.38,1.52,0.0
20180415:0510,0.0,0.0,5.28,1.45,0.0
20180415:0610,23.22,5.39,5.28,1.52,0.0
20180415:0710,143.54,16.78,7.08,1.59,0.0
20180415:0810,343.11,28.12,9.55,2.14,0.0
20180415:0910,635.53,38.99,10.95,2.48,0.0
20180415:1010,845.52,48.74,12.5,2.76,0.0
20180415:1110,959.02,56.16,14.29,3.1,0.0
20180415:1210,862.03,59.35,14.96,3.59,0.0
20180415:1310,555.53,57.03,14.9,4.0,0.0
20180415:1410,497.83,50.16,14.94,4.07,0.0
20180415:1510,396.96,40.69,14.97,4.28,0.0
20180415:1610,234.95,29.94,14.7,4.41,0.0
20180415:1710,189.91,18.65,14.02,4.07,0.0
20180415:1810,43.77,7.25,12.97,3.66,0.0
20180415:1910,0.0,0.0,12.09,3.17,0.0
20180415:2010,0.0,0.0,11.51,2.69,0.0
20180415:2110,0.0,0.0,11.11,2.41,0.0
20180415:2210,0.0,0.0,10.7,2.83,0.0
20180415:2310,0.0,0.0,10.43,4.34,0.0
20180416:0010,0.0,0.0,9.51,3.72,0.0
20180416:0110,0.0,0.0,8.44,2.9,0.0
20180416:0210,0.0,0.0,7.77,2.62,0.0
20180416:0310,0.0,0.0,7.36,2.21,0.0
20180416:0410,0.0,0.0,6.95,1.79,0.0
20180416:0510,0.0,0.0,6.13,1.93,0.0
20180416:0610,26.66,5.67,5.17,1.86,0.0
20180416:0710,226.8,17.06,6.77,1.86,0.0
20180416:0810,476.22,28.4,8.44,2.48,0.0
20180416:0910,722.18,39.29,10.08,2.83,0.0
20180416:1010,911.76,49.07,11.61,2.41,0.0
20180416:1110,1033.27,56.51,12.82,2.07,0.0
20180416:1210,1048.42,59.71,14.18,2.0,0.0
20180416:1310,1014.59,57.34,14.95,1.66,0.0
20180416:1410,930.43,50.42,16.13,1.86,0.0
20180416:1510,734.42,40.9,16.68,1.72,0.0
20180416:1610,520.87,30.13,16.76,1.38,0.0
20180416:1710,258.48,18.83,16.6,0.97,0.0
20180416:1810,42.36,7.43,16.0,0.48,0.0
20180416:1910,0.0,0.0,14.15,1.86,0.0
20180416:2010,0.0,0.0,12.06,2.28,0.0
20180416:2110,0.0,0.0,10.48,2.28,0.0
20180416:2210,0.0,0.0,9.15,1.79,0.0
20180416:2310,0.0,0.0,8.54,1.38,0.0
20180417:0010,0.0,0.0,8.28,1.17,0.0
20180417:0110,0.0,0.0,8.38,0.9,0.0
20180417:0210,0.0,0.0,8.25,0.55,0.0
20180417:0310,0.0,0.0,7.8,0.41,0.0
20180417:0410,0.0,0.0,7.19,0.69,0.0
20180417:0510,0.0,0.0,6.2,0.9,0.0
20180417:0610,27.52,5.95,5.2,1.1,0.0
20180417:0710,226.01,17.33,7.27,0.41,0.0
20180417:0810,477.29,28.67,10.23,0.48,0.0
20180417:0910,725.16,39.58,12.44,0.55,0.0
20180417:1010,905.06,49.38,14.38,0.69,0.0
20180417:1110,1030.09,56.86,16.18,0.83,0.0
20180417:1210,1058.41,60.06,17.68,0.83,0.0
20180417:1310,1054.09,57.65,18.91,0.9,0.0
20180417:1410,927.28,50.67,19.81,0.97,0.0
20180417:1510,723.0,41.11,20.27,1.03,0.0
20180417:1610,501.96,30.32,20.41,1.03,0.0
20180417:1710,243.72,19.01,20.16,0.97,0.0
20180417:1810,45.48,7.61,19.41,0.97,0.0
20180417:1910,0.0,0.0,17.32,1.31,0.0
20180417:2010,0.0,0.0,16.15,1.1,0.0
20180417:2110,0.0,0.0,16.37,0.55,0.0
20180417:2210,0.0,0.0,15.51,0.83,0.0
20180417:2310,0.0,0.0,12.82,1.45,0.0
20180418:0010,0.0,0.0,10.61,1.72,0.0
20180418:0110,0.0,0.0,9.11,1.66,0.0
20180418:0210,0.0,0.0,8.36,1.52,0.0
20180418:0310,0.0,0.0,7.9,1.52,0.0
20180418:0410,0.0,0.0,7.52,1.59,0.0
20180418:0510,0.0,0.0,7.19,1.59,0.0
20180418:0610,30.96,6.22,7.0,1.52,0.0
20180418:0710,212.32,17.6,9.45,1.17,0.0
20180418:0810,446.04,28.95,13.87,1.24,0.0
20180418:0910,710.84,39.87,16.43,1.59,0.0
20180418:1010,904.45,49.7,18.35,1.66,0.0
20180418:1110,1029.32,57.21,20.05,1.79,0.0
20180418:1210,1057.65,60.42,21.33,2.07,0.0
20180418:1310,1047.09,57.96,22.21,2.14,0.0
20180418:1410,931.29,50.92,22.76,2.21,0.0
20180418:1510,731.09,41.32,23.01,2.28,0.0
20180418:1610,512.57,30.5,22.96,2.28,0.0
20180418:1710,265.22,19.18,22.56,2.28,0.0
20180418:1810,43.71,7.79,21.41,1.59,0.0
20180418:1910,0.0,0.0,19.24,1.31,0.0
20180418:2010,0.0,0.0,18.6,1.17,0.0
20180418:2110,0.0,0.0,16.22,1.59,0.0
20180418:2210,0.0,0.0,14.08,2.55,0.0
20180418:2310,0.0,0.0,13.1,2.9,0.0
20180419:0010,0.0,0.0,11.73,2.28,0.0
20180419:0110,0.0,0.0,10.78,1.79,0.0
20180419:0210,0.0,0.0,9.74,1.93,0.0
20180419:0310,0.0,0.0,9.02,2.0,0.0
20180419:0410,0.0,0.0,8.5,2.07,0.0
20180419:0510,0.0,0.0,8.12,2.07,0.0
20180419:0610,30.96,6.48,7.9,2.0,0.0
20180419:0710,227.68,17.86,10.11,1.52,0.0
20180419:0810,477.43,29.21,14.41,1.72,0.0
20180419:0910,723.09,40.15,16.43,2.0,0.0
20180419:1010,910.91,50.01,18.01,2.21,0.0
20180419:1110,1029.76,57.55,19.31,2.21,0.0
20180419:1210,1050.63,60.77,20.37,2.14,0.0
20180419:1310,1034.14,58.27,21.16,2.14,0.0
20180419:1410,925.74,51.17,21.85,2.55,0.0
20180419:1510,638.88,41.52,22.07,2.76,0.0
20180419:1610,459.29,30.68,21.8,2.76,0.0
20180419:1710,252.73,19.36,21.34,2.62,0.0
20180419:1810,46.7,7.97,20.14,2.0,0.0
20180419:1910,0.0,0.0,18.38,2.21,0.0
20180419:2010,0.0,0.0,16.53,2.83,0.0
20180419:2110,0.0,0.0,14.98,3.03,0.0
20180419:2210,0.0,0.0,13.7,2.83,0.0
20180419:2310,0.0,0.0,12.82,2.34,0.0
20180420:0010,0.0,0.0,11.64,1.93,0.0
20180420:0110,0.0,0.0,10.71,1.86,0.0
20180420:0210,0.0,0.0,9.9,1.86,0.0
20180420:0310,0.0,0.0,9.21,1.86,0.0
20180420:0410,0.0,0.0,8.82,1.93,0.0
20180420:0510,0.0,0.0,8.53,2.0,0.0
20180420:0610,36.12,6.75,8.42,2.0,0.0
20180420:0710,219.0,18.12,10.86,1.72,0.0
20180420:0810,467.26,29.48,13.71,2.83,0.0
20180420:0910,647.64,40.43,15.23,3.45,0.0
20180420:1010,645.05,50.32,16.71,4.0,0.0
20180420:1110,742.97,57.89,18.18,4.28,0.0
20180420:1210,690.71,61.11,18.94,4.41,0.0
20180420:1310,994.6,58.57,19.46,4.41,0.0
20180420:1410,786.48,51.41,20.07,4.48,0.0
20180420:1510,689.18,41.73,20.34,4.41,0.0
20180420:1610,497.25,30.86,20.21,4.41,0.0
20180420:1710,249.95,19.53,19.5,4.41,0.0
20180420:1810,48.49,8.14,18.2,3.72,0.0
20180420:1910,0.0,0.0,16.48,3.17,0.0
20180420:2010,0.0,0.0,14.84,2.76,0.0
20180420:2110,0.0,0.0,13.51,2.41,0.0
20180420:2210,0.0,0.0,12.38,2.21,0.0
20180420:2310,0.0,0.0,11.15,2.14,0.0
20180421:0010,0.0,0.0,10.39,2.21,0.0
20180421:0110,0.0,0.0,9.56,2.14,0.0
20180421:0210,0.0,0.0,8.8,2.0,0.0
20180421:0310,0.0,0.0,8.26,2.0,0.0
20180421:0410,0.0,0.0,8.16,2.14,0.0
20180421:0510,0.0,0.0,8.28,2.21,0.0
20180421:0610,37.84,7.01,8.49,2.21,0.0
20180421:0710,71.61,18.38,10.08,1.52,0.0
20180421:0810,111.08,29.74,12.87,1.93,0.0
20180421:0910,266.26,40.71,14.3,2.28,0.0
20180421:1010,200.13,50.62,15.96,2.41,0.0
20180421:1110,232.26,58.22,17.42,2.41,0.0
20180421:1210,129.44,61.45,18.6,2.48,0.0
20180421:1310,483.8,58.87,19.54,2.21,0.0
20180421:1410,756.41,51.65,19.9,1.93,0.0
20180421:1510,581.05,41.93,20.18,1.79,0.0
20180421:1610,455.04,31.04,20.53,1.52,0.0
20180421:1710,148.81,19.7,20.58,1.66,0.0
20180421:1810,48.96,8.32,19.98,1.38,0.0
20180421:1910,0.0,0.0,17.74,1.93,0.0
20180421:2010,0.0,0.0,16.02,2.07,0.0
20180421:2110,0.0,0.0,14.87,2.07,0.0
20180421:2210,0.0,0.0,13.84,2.07,0.0
20180421:2310,0.0,0.0,13.24,2.34,0.0
20180422:0010,0.0,0.0,12.71,2.48,0.0
20180422:0110,0.0,0.0,11.89,2.14,0.0
20180422:0210,0.0,0.0,10.99,1.79,0.0
20180422:0310,0.0,0.0,10.6,2.0,0.0
20180422:0410,0.0,0.0,10.45,2.28,0.0
20180422:0510,0.0,0.0,10.07,2.28,0.0
20180422:0610,37.84,7.26,9.8,2.14,0.0
20180422:0710,216.54,18.63,11.75,1.59,0.0
20180422:0810,437.81,30.0,15.12,1.93,0.0
20180422:0910,691.91,40.98,17.19,2.48,0.0
20180422:1010,877.94,50.92,18.73,2.69,0.0
20180422:1110,997.05,58.55,20.45,2.69,0.0
20180422:1210,156.98,61.79,21.84,2.48,0.0
20180422:1310,578.63,59.16,22.73,2.21,0.0
20180422:1410,845.91,51.89,23.39,2.14,0.0
20180422:1510,288.77,42.13,23.65,2.21,0.0
20180422:1610,419.97,31.22,23.68,2.41,0.0
20180422:1710,139.69,19.87,23.34,2.28,0.0
20180422:1810,49.97,8.49,22.32,1.31,0.0
20180422:1910,0.0,0.0,19.99,1.79,0.0
20180422:2010,0.0,0.0,17.77,2.07,0.0
20180422:2110,0.0,0.0,16.42,2.41,0.0
20180422:2210,0.0,0.0,15.22,2.48,0.0
20180422:2310,0.0,0.0,13.94,2.0,0.0
20180423:0010,0.0,0.0,15.14,0.97,0.0
20180423:0110,0.0,0.0,14.85,0.83,0.0
20180423:0210,0.0,0.0,12.6,1.86,0.0
20180423:0310,0.0,0.0,11.88,2.0,0.0
20180423:0410,0.0,0.0,11.13,1.93,0.0
20180423:0510,0.0,0.0,10.43,1.93,0.0
20180423:0610,32.68,7.52,9.98,1.86,0.0
20180423:0710,44.98,18.88,11.76,1.45,0.0
20180423:0810,437.48,30.25,14.65,2.0,0.0
20180423:0910,554.29,41.24,16.13,2.34,0.0
20180423:1010,485.95,51.21,18.16,2.62,0.0
20180423:1110,665.58,58.88,20.04,2.55,0.0
20180423:1210,734.76,62.13,21.6,2.41,0.0
20180423:1310,872.84,59.46,22.78,2.21,0.0
20180423:1410,629.18,52.13,23.44,2.14,0.0
20180423:1510,648.75,42.33,23.84,2.21,0.0
20180423:1610,415.39,31.4,23.88,2.14,0.0
20180423:1710,206.32,20.04,23.53,2.14,0.0
20180423:1810,51.73,8.67,22.29,1.93,0.0
20180423:1910,0.0,0.0,20.34,2.28,0.0
20180423:2010,0.0,0.0,18.72,2.55,0.0
20180423:2110,0.0,0.0,17.28,2.41,0.0
20180423:2210,0.0,0.0,15.81,1.93,0.0
20180423:2310,0.0,0.0,14.6,1.66,0.0
20180424:0010,0.0,0.0,13.7,1.52,0.0
20180424:0110,0.0,0.0,12.73,1.52,0.0
20180424:0210,0.0,0.0,11.9,1.52,0.0
20180424:0310,0.0,0.0,11.17,1.52,0.0
20180424:0410,0.0,0.0,10.45,1.59,0.0
20180424:0510,0.0,0.0,9.84,1.79,0.0
20180424:0610,38.59,7.77,9.9,1.93,0.0
20180424:0710,213.36,19.12,12.81,1.79,0.0
20180424:0810,438.2,30.5,15.73,2.0,0.0
20180424:0910,680.32,41.51,18.21,1.79,0.0
20180424:1010,878.32,51.5,20.32,1.72,0.0
20180424:1110,1013.89,59.2,21.76,1.59,0.0
20180424:1210,1044.91,62.46,22.14,1.52,0.0
20180424:1310,821.72,59.75,22.98,1.45,0.0
20180424:1410,720.1,52.36,23.61,1.72,0.0
20180424:1510,637.82,42.52,24.34,1.86,0.0
20180424:1610,218.92,31.58,24.56,2.0,0.0
20180424:1710,219.72,20.21,24.45,2.76,0.0
20180424:1810,54.44,8.84,23.07,2.55,0.0
20180424:1910,0.0,0.0,20.52,2.07,0.0
20180424:2010,0.0,0.0,18.32,2.14,0.0
20180424:2110,0.0,0.0,16.36,1.86,0.0
20180424:2210,0.0,0.0,15.32,1.38,0.0
20180424:2310,0.0,0.0,15.61,0.97,0.0
20180425:0010,0.0,0.0,15.67,0.83,0.0
20180425:0110,0.0,0.0,15.52,0.55,0.0
20180425:0210,0.0,0.0,15.01,0.41,0.0
20180425:0310,0.0,0.0,14.47,0.55,0.0
20180425:0410,0.0,0.0,13.91,0.83,0.0
20180425:0510,0.0,0.0,13.01,1.03,0.0
20180425:0610,39.25,8.01,11.28,1.24,0.0
20180425:0710,229.61,19.36,12.94,1.24,0.0
20180425:0810,469.12,30.74,17.12,1.45,0.0
20180425:0910,714.95,41.76,19.88,1.45,0.0
20180425:1010,904.63,51.78,22.21,1.72,0.0
20180425:1110,1036.71,59.52,24.14,2.14,0.0
20180425:1210,1063.44,62.79,25.56,2.97,0.0
20180425:1310,1050.19,60.03,26.3,3.66,0.0
20180425:1410,917.67,52.59,26.58,4.0,0.0
20180425:1510,711.96,42.71,26.42,4.0,0.0
20180425:1610,495.17,31.75,26.19,4.0,0.0
20180425:1710,251.38,20.38,25.46,4.21,0.0
20180425:1810,51.5,9.02,23.8,3.03,0.0
20180425:1910,0.0,0.0,21.91,2.07,0.0
20180425:2010,0.0,0.0,19.84,2.21,0.0
20180425:2110,0.0,0.0,18.29,2.55,0.0
20180425:2210,0.0,0.0,16.55,2.41,0.0
20180425:2310,0.0,0.0,15.35,2.48,0.0
20180426:0010,0.0,0.0,14.5,2.48,0.0
20180426:0110,0.0,0.0,13.85,2.48,0.0
20180426:0210,0.0,0.0,13.11,2.41,0.0
20180426:0310,0.0,0.0,12.53,2.28,0.0
20180426:0410,0.0,0.0,11.91,2.28,0.0
20180426:0510,0.0,0.0,11.38,2.28,0.0
20180426:0610,34.61,8.25,11.23,2.34,0.0
20180426:0710,236.5,19.6,13.24,2.76,0.0
20180426:0810,477.17,30.98,15.03,2.9,0.0
20180426:0910,718.1,42.02,17.12,2.41,0.0
20180426:1010,908.82,52.06,19.19,1.93,0.0
20180426:1110,1041.88,59.83,20.92,1.24,0.0
20180426:1210,1068.75,63.11,22.31,0.55,0.0
20180426:1310,1054.13,60.32,23.3,0.14,0.0
20180426:1410,921.73,52.82,23.96,0.62,0.0
20180426:1510,719.66,42.91,24.32,1.17,0.0
20180426:1610,500.05,31.92,24.54,1.59,0.0
20180426:1710,256.84,20.55,23.87,1.86,0.0
20180426:1810,49.88,9.19,22.34,2.48,0.0
20180426:1910,0.0,0.0,21.48,1.59,0.0
20180426:2010,0.0,0.0,19.39,1.66,0.0
20180426:2110,0.0,0.0,17.7,1.79,0.0
20180426:2210,0.0,0.0,16.45,1.93,0.0
20180426:2310,0.0,0.0,15.29,1.93,0.0
20180427:0010,0.0,0.0,14.37,1.93,0.0
20180427:0110,0.0,0.0,13.73,1.93,0.0
20180427:0210,0.0,0.0,13.3,1.86,0.0
20180427:0310,0.0,0.0,12.71,1.79,0.0
20180427:0410,0.0,0.0,12.19,1.72,0.0
20180427:0510,0.0,0.0,11.65,1.59,0.0
20180427:0610,34.52,8.49,11.45,1.38,0.0
20180427:0710,241.01,19.83,13.92,1.03,0.0
20180427:0810,489.95,31.21,16.82,1.79,0.0
20180427:0910,723.33,42.26,18.42,1.79,0.0
20180427:1010,909.55,52.33,19.84,1.86,0.0
20180427:1110,1041.31,60.14,21.02,2.41,0.0
20180427:1210,1062.37,63.43,21.84,2.76,0.0
20180427:1310,1053.46,60.6,22.2,2.97,0.0
20180427:1410,911.08,53.05,22.33,3.1,0.0
20180427:1510,735.65,43.1,22.11,3.31,0.0
20180427:1610,494.42,32.09,21.73,3.52,0.0
20180427:1710,263.2,20.72,21.35,3.86,0.0
20180427:1810,45.56,9.36,20.16,3.59,0.0
20180427:1910,0.0,0.0,18.34,3.66,0.0
20180427:2010,0.0,0.0,16.76,3.17,0.0
20180427:2110,0.0,0.0,15.47,2.97,0.0
20180427:2210,0.0,0.0,14.45,2.9,0.0
20180427:2310,0.0,0.0,13.58,2.83,0.0
20180428:0010,0.0,0.0,12.81,2.76,0.0
20180428:0110,0.0,0.0,12.11,2.48,0.0
20180428:0210,0.0,0.0,11.44,2.41,0.0
20180428:0310,0.0,0.0,10.85,2.48,0.0
20180428:0410,0.0,0.0,10.36,2.62,0.0
20180428:0510,0.0,0.0,9.85,2.55,0.0
20180428:0610,37.55,8.72,9.73,2.48,0.0
20180428:0710,119.51,20.05,10.39,3.17,0.0
20180428:0810,247.4,31.44,11.39,3.31,0.0
20180428:0910,579.03,42.51,12.48,3.45,0.0
20180428:1010,518.76,52.6,13.89,3.86,0.0
20180428:1110,586.8,60.45,15.34,4.48,0.0
20180428:1210,564.72,63.75,16.15,4.83,0.0
20180428:1310,917.55,60.87,16.63,5.1,0.0
20180428:1410,921.8,53.27,16.72,5.1,0.0
20180428:1510,736.46,43.28,16.59,5.1,0.0
20180428:1610,517.33,32.26,16.15,5.1,0.0
20180428:1710,267.72,20.88,15.31,4.9,0.0
20180428:1810,46.1,9.53,14.25,4.48,0.0
20180428:1910,0.0,0.0,12.51,3.31,0.0
20180428:2010,0.0,0.0,11.33,3.03,0.0
20180428:2110,0.0,0.0,10.3,2.83,0.0
20180428:2210,0.0,0.0,9.43,2.55,0.0
20180428:2310,0.0,0.0,8.78,2.41,0.0
20180429:0010,0.0,0.0,8.25,2.62,0.0
20180429:0110,0.0,0.0,7.73,2.62,0.0
20180429:0210,0.0,0.0,7.21,2.62,0.0
20180429:0310,0.0,0.0,6.63,2.76,0.0
20180429:0410,0.0,0.0,6.2,3.1,0.0
20180429:0510,0.0,0.0,5.59,3.45,0.0
20180429:0610,48.95,8.95,5.22,3.45,0.0
20180429:0710,94.56,20.28,4.91,3.03,0.0
20180429:0810,173.77,31.67,5.09,3.31,0.0
20180429:0910,290.05,42.74,6.22,3.79,0.0
20180429:1010,289.56,52.87,7.78,4.21,0.0
20180429:1110,746.99,60.75,9.47,4.9,0.0
20180429:1210,993.12,64.06,10.8,5.66,0.0
20180429:1310,1001.41,61.14,11.6,6.0,0.0
20180429:1410,772.27,53.49,12.15,6.41,0.0
20180429:1510,118.43,43.47,12.1,6.34,0.0
20180429:1610,423.32,32.43,12.01,5.93,0.0
20180429:1710,268.15,21.05,11.54,5.86,0.0
20180429:1810,58.61,9.7,10.44,5.52,0.0
20180429:1910,0.0,0.0,9.16,3.93,0.0
20180429:2010,0.0,0.0,8.22,3.31,0.0
20180429:2110,0.0,0.0,7.62,2.97,0.0
20180429:2210,0.0,0.0,7.02,2.69,0.0
20180429:2310,0.0,0.0,6.35,2.41,0.0
20180430:0010,0.0,0.0,5.72,2.34,0.0
20180430:0110,0.0,0.0,5.1,2.21,0.0
20180430:0210,0.0,0.0,4.56,2.07,0.0
20180430:0310,0.0,0.0,4.03,2.0,0.0
20180430:0410,0.0,0.0,3.52,1.93,0.0
20180430:0510,0.0,0.0,3.06,1.79,0.0
20180430:0610,33.56,9.17,3.22,1.59,0.0
20180430:0710,251.9,20.49,4.72,2.28,0.0
20180430:0810,500.43,31.89,6.01,2.28,0.0
20180430:0910,681.4,42.98,7.6,2.41,0.0
20180430:1010,802.17,53.13,8.99,2.76,0.0
20180430:1110,763.15,61.04,10.4,3.03,0.0
20180430:1210,439.72,64.37,11.29,2.9,0.0
20180430:1310,91.8,61.41,12.25,2.83,0.0
20180430:1410,809.74,53.71,13.03,2.97,0.0
20180430:1510,231.01,43.65,12.85,3.38,0.0
20180430:1610,43.15,32.6,12.29,3.45,0.0
20180430:1710,125.98,21.21,9.93,3.52,0.0
20180430:1810,56.85,9.87,8.45,2.07,0.0
20180430:1910,0.0,0.0,9.59,1.59,0.0
20180430:2010,0.0,0.0,9.01,0.9,0.0
20180430:2110,0.0,0.0,8.41,0.69,0.0
20180430:2210,0.0,0.0,7.42,0.83,0.0
20180430:2310,0.0,0.0,7.54,0.41,0.0
20180501:0010,0.0,0.0,7.05,0.55,0.0
20180501:0110,0.0,0.0,5.26,1.1,0.0
20180501:0210,0.0,0.0,4.11,1.31,0.0
20180501:0310,0.0,0.0,3.47,1.45,0.0
20180501:0410,0.0,0.0,3.06,1.59,0.0
20180501:0510,0.0,0.0,2.69,1.72,0.0
20180501:0610,55.75,9.39,3.02,1.59,0.0
20180501:0710,242.0,20.71,5.8,1.45,0.0
20180501:0810,501.9,32.1,7.78,2.14,0.0
20180501:0910,725.5,43.2,9.37,2.14,0.0
20180501:1010,882.61,53.38,10.42,1.79,0.0
20180501:1110,754.97,61.33,11.47,1.31,0.0
20180501:1210,764.15,64.68,12.48,1.1,0.0
20180501:1310,677.94,61.68,13.5,1.03,0.0
20180501:1410,566.33,53.92,14.2,1.03,0.0
20180501:1510,610.05,43.83,14.6,1.03,0.0
20180501:1610,96.39,32.76,14.66,1.31,0.0
20180501:1710,179.89,21.37,14.41,1.59,0.0
20180501:1810,47.64,10.04,13.88,1.93,0.0
20180501:1910,0.0,0.0,13.22,1.1,0.0
20180501:2010,0.0,0.0,11.39,1.45,0.0
20180501:2110,0.0,0.0,9.69,1.66,0.0
20180501:2210,0.0,0.0,8.34,1.79,0.0
20180501:2310,0.0,0.0,7.16,1.72,0.0
20180502:0010,0.0,0.0,6.21,1.66,0.0
20180502:0110,0.0,0.0,5.45,1.52,0.0
20180502:0210,0.0,0.0,5.1,1.31,0.0
20180502:0310,0.0,0.0,4.96,1.17,0.0
20180502:0410,0.0,0.0,4.8,1.1,0.0
20180502:0510,0.0,0.0,4.48,1.1,0.0
20180502:0610,55.49,9.6,4.75,0.9,0.0
20180502:0710,246.83,20.91,7.08,0.9,0.0
20180502:0810,477.03,32.31,9.84,1.66,0.0
20180502:0910,706.95,43.43,11.68,2.14,0.0
20180502:1010,885.41,53.63,13.26,2.62,0.0
20180502:1110,935.17,61.61,14.61,2.9,0.0
20180502:1210,746.77,64.98,16.14,2.97,0.0
20180502:1310,945.14,61.94,16.77,2.83,0.0
20180502:1410,877.3,54.13,16.74,2.83,0.0
20180502:1510,610.91,44.01,16.74,2.83,0.0
20180502:1610,385.7,32.93,16.33,2.76,0.0
20180502:1710,177.28,21.53,15.91,2.62,0.0
20180502:1810,51.41,10.21,15.2,2.14,0.0
20180502:1910,0.0,0.0,14.56,1.52,0.0
20180502:2010,0.0,0.0,13.41,1.59,0.0
20180502:2110,0.0,0.0,11.84,1.52,0.0
20180502:2210,0.0,0.0,10.68,1.38,0.0
20180502:2310,0.0,0.0,10.29,1.24,0.0
20180503:0010,0.0,0.0,10.0,1.31,0.0
20180503:0110,0.0,0.0,9.6,1.45,0.0
20180503:0210,0.0,0.0,9.71,1.52,0.0
20180503:0310,0.0,0.0,9.25,1.38,0.0
20180503:0410,0.0,0.0,9.02,1.31,0.0
20180503:0510,0.0,0.0,8.72,1.38,0.0
20180503:0610,57.28,9.81,8.82,1.24,0.0
20180503:0710,251.13,21.12,11.2,1.93,0.0
20180503:0810,492.52,32.52,12.64,2.48,0.0
20180503:0910,161.57,43.64,13.83,3.17,0.0
20180503:1010,561.72,53.87,14.5,3.52,0.0
20180503:1110,902.19,61.89,14.78,3.66,0.0
20180503:1210,383.41,65.27,14.83,3.66,0.0
20180503:1310,624.44,62.2,15.61,3.86,0.0
20180503:1410,911.81,54.34,16.18,4.34,0.0
20180503:1510,735.86,44.19,16.2,4.48,0.0
20180503:1610,486.2,33.09,15.98,4.41,0.0
20180503:1710,216.25,21.69,15.56,4.41,0.0
20180503:1810,49.46,10.37,14.58,4.48,0.0
20180503:1910,0.0,0.0,14.17,3.72,0.0
20180503:2010,0.0,0.0,12.33,4.48,0.0
20180503:2110,0.0,0.0,10.8,4.69,0.0
20180503:2210,0.0,0.0,9.54,4.21,0.0
20180503:2310,0.0,0.0,8.46,3.66,0.0
20180504:0010,0.0,0.0,7.68,3.24,0.0
20180504:0110,0.0,0.0,7.1,2.83,0.0
20180504:0210,0.0,0.0,6.48,2.48,0.0
20180504:0310,0.0,0.0,5.86,2.21,0.0
20180504:0410,0.0,0.0,5.2,2.0,0.0
20180504:0510,0.0,0.0,4.74,2.0,0.0
20180504:0610,46.05,10.01,4.92,2.07,0.0
20180504:0710,251.32,21.32,7.74,2.9,0.0
20180504:0810,493.89,32.72,9.77,3.72,0.0
20180504:0910,715.65,43.86,11.9,3.72,0.0
20180504:1010,900.89,54.11,14.02,3.72,0.0
20180504:1110,999.99,62.17,15.92,3.72,0.0
20180504:1210,1064.85,65.56,17.44,3.52,0.0
20180504:1310,1015.11,62.46,18.59,3.1,0.0
20180504:1410,902.0,54.55,19.39,2.76,0.0
20180504:1510,743.93,44.36,19.74,2.62,0.0
20180504:1610,506.78,33.25,19.84,2.62,0.0
20180504:1710,262.47,21.85,19.61,2.69,0.0
20180504:1810,56.34,10.54,18.98,2.55,0.0
20180504:1910,0.0,0.0,18.8,1.31,0.0
20180504:2010,0.0,0.0,17.12,2.28,0.0
20180504:2110,0.0,0.0,15.28,3.24,0.0
20180504:2210,0.0,0.0,13.74,3.72,0.0
20180504:2310,0.0,0.0,12.36,3.59,0.0
20180505:0010,0.0,0.0,11.16,3.03,0.0
20180505:0110,0.0,0.0,10.18,2.55,0.0
20180505:0210,0.0,0.0,9.39,2.34,0.0
20180505:0310,0.0,0.0,8.71,2.28,0.0
20180505:0410,0.0,0.0,8.14,2.21,0.0
20180505:0510,0.0,0.0,7.65,2.21,0.0
20180505:0610,47.23,10.21,7.75,2.07,0.0
20180505:0710,250.82,21.51,10.81,2.07,0.0
20180505:0810,491.51,32.91,13.42,2.14,0.0
20180505:0910,711.79,44.06,15.74,1.72,0.0
20180505:1010,895.61,54.34,17.73,1.17,0.0
20180505:1110,994.73,62.44,19.45,0.9,0.0
20180505:1210,1059.28,65.85,20.86,0.55,0.0
20180505:1310,1004.11,62.71,21.99,0.28,0.0
20180505:1410,902.05,54.75,22.85,0.21,0.0
20180505:1510,700.26,44.54,23.2,0.21,0.0
20180505:1610,503.18,33.41,23.43,0.34,0.0
20180505:1710,259.15,22.01,23.23,0.21,0.0
20180505:1810,66.34,10.7,22.85,0.55,0.0
20180505:1910,0.0,0.0,21.3,0.76,0.0
20180505:2010,0.0,0.0,19.27,1.38,0.0
20180505:2110,0.0,0.0,17.94,2.55,0.0
20180505:2210,0.0,0.0,16.08,3.03,0.0
20180505:2310,0.0,0.0,14.77,2.62,0.0
20180506:0010,0.0,0.0,13.85,2.0,0.0
20180506:0110,0.0,0.0,12.89,1.93,0.0
20180506:0210,0.0,0.0,12.24,1.93,0.0
20180506:0310,0.0,0.0,11.49,1.86,0.0
20180506:0410,0.0,0.0,10.86,1.72,0.0
20180506:0510,0.0,0.0,10.18,1.72,0.0
20180506:0610,49.1,10.41,10.19,1.52,0.0
20180506:0710,247.98,21.7,13.36,1.38,0.0
20180506:0810,486.66,33.1,15.6,1.52,0.0
20180506:0910,705.02,44.26,17.51,1.59,0.0
20180506:1010,891.47,54.56,19.2,1.59,0.0
20180506:1110,937.47,62.7,20.71,1.59,0.0
20180506:1210,969.55,66.13,21.81,1.72,0.0
20180506:1310,928.06,62.95,22.73,2.0,0.0
20180506:1410,681.8,54.95,23.29,1.86,0.0
